tag,company,last_update,last_values
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,2000-01-01,0
AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,2000-01-01,0
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,2000-01-01,0
AVEO,AVEO Pharmaceuticals Inc. Common Stock,2000-01-01,0
AVGO,Broadcom Inc. Common Stock,2000-01-01,0
AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,2000-01-01,0
AVGR,Avinger Inc. Common Stock,2000-01-01,0
AVID,Avid Technology Inc. Common Stock,2000-01-01,0
AVIR,Atea Pharmaceuticals Inc. Common Stock,2000-01-01,0
AVNW,Aviat Networks Inc. Common Stock,2000-01-01,0
AVO,Mission Produce Inc. Common Stock,2000-01-01,0
AVRO,AVROBIO Inc. Common Stock,2000-01-01,0
AVT,Avnet Inc. Common Stock,2000-01-01,0
AVXL,Anavex Life Sciences Corp. Common Stock,2000-01-01,0
AWH,Aspira Women's Health Inc. Common Stock,2000-01-01,0
AWRE,Aware Inc. Common Stock,2000-01-01,0
AXAS,Abraxas Petroleum Corporation Common Stock,2000-01-01,0
AXDX,Accelerate Diagnostics Inc. Common Stock,2000-01-01,0
AXGN,Axogen Inc. Common Stock,2000-01-01,0
AXLA,Axcella Health Inc. Common Stock,2000-01-01,0
AXNX,Axonics Inc. Common Stock,2000-01-01,0
AXON,Axon Enterprise Inc. Common Stock,2000-01-01,0
AXSM,Axsome Therapeutics Inc. Common Stock,2000-01-01,0
AXTI,AXT Inc Common Stock,2000-01-01,0
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,2000-01-01,0
AYLA,Ayala Pharmaceuticals Inc. Common Stock,2000-01-01,0
AYRO,AYRO Inc. Common Stock,2000-01-01,0
AYTU,Aytu BioPharma Inc.  Common Stock,2000-01-01,0
AZN,AstraZeneca PLC American Depositary Shares,2000-01-01,0
AZPN,Aspen Technology Inc. Common Stock,2000-01-01,0
AZRX,AzurRx BioPharma Inc. Common Stock,2000-01-01,0
AZYO,Aziyo Biologics Inc. Class A Common Stock,2000-01-01,0
BAND,Bandwidth Inc. Class A Common Stock,2000-01-01,0
BANF,BancFirst Corporation Common Stock,2000-01-01,0
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,2000-01-01,0
BANR,Banner Corporation Common Stock,2000-01-01,0
BANX,StoneCastle Financial Corp Common Stock,2000-01-01,0
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,2000-01-01,0
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,2000-01-01,0
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,2000-01-01,0
BBBY,Bed Bath & Beyond Inc. Common Stock,2000-01-01,0
BBCP,Concrete Pumping Holdings Inc. Common Stock,2000-01-01,0
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,2000-01-01,0
BBI,Brickell Biotech Inc. Common Stock,2000-01-01,0
BBIG,Vinco Ventures Inc. Common Stock,2000-01-01,0
BBIO,BridgeBio Pharma Inc. Common Stock,2000-01-01,0
BBQ,BBQ Holdings Inc. Common Stock,2000-01-01,0
BBSI,Barrett Business Services Inc. Common Stock,2000-01-01,0
BCAB,BioAtla Inc. Common Stock,2000-01-01,0
BCAC,Brookline Capital Acquisition Corp. Common Stock,2000-01-01,0
BCACU,Brookline Capital Acquisition Corp. Units,2000-01-01,0
BCACW,Brookline Capital Acquisition Corp. Warrant,2000-01-01,0
BCBP,BCB Bancorp Inc. (NJ) Common Stock,2000-01-01,0
BCDA,BioCardia Inc. Common Stock,2000-01-01,0
BCDAW,BioCardia Inc. Warrant,2000-01-01,0
BCEL,Atreca Inc. Class A Common Stock,2000-01-01,0
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,2000-01-01,0
BCML,BayCom Corp Common Stock,2000-01-01,0
BCOR,Blucora Inc. Common Stock,2000-01-01,0
BCOV,Brightcove Inc. Common Stock,2000-01-01,0
BCOW,1895 Bancorp of Wisconsin Inc. Common Stock,2000-01-01,0
BCPC,Balchem Corporation Common Stock,2000-01-01,0
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,2000-01-01,0
BCTG,BCTG Acquisition Corp. Common Stock,2000-01-01,0
BCTX,BriaCell Therapeutics Corp. Common Shares,2000-01-01,0
BCTXW,BriaCell Therapeutics Corp. Warrant,2000-01-01,0
BCYC,Bicycle Therapeutics plc American Depositary Shares,2000-01-01,0
BCYP,Big Cypress Acquisition Corp. Common stock,2000-01-01,0
BCYPU,Big Cypress Acquisition Corp. Unit,2000-01-01,0
BCYPW,Big Cypress Acquisition Corp. Warrant,2000-01-01,0
BDSI,BioDelivery Sciences International Inc. Common Stock,2000-01-01,0
BDSX,Biodesix Inc. Common Stock,2000-01-01,0
BDTX,Black Diamond Therapeutics Inc. Common Stock,2000-01-01,0
BEAM,Beam Therapeutics Inc. Common Stock,2000-01-01,0
BECN,Beacon Roofing Supply Inc. Common Stock,2000-01-01,0
BEEM,Beam Global Common Stock,2000-01-01,0
BEEMW,Beam Global Warrant,2000-01-01,0
BELFA,Bel Fuse Inc. Class A Common Stock,2000-01-01,0
BELFB,Bel Fuse Inc. Class B Common Stock,2000-01-01,0
BENE,Benessere Capital Acquisition Corp. Class A Common Stock,2000-01-01,0
BENER,Benessere Capital Acquisition Corp. Right,2000-01-01,0
BENEU,Benessere Capital Acquisition Corp. Unit,2000-01-01,0
BENEW,Benessere Capital Acquisition Corp. Warrant,2000-01-01,0
BFC,Bank First Corporation Common Stock,2000-01-01,0
BFI,BurgerFi International Inc. Common Stock ,2000-01-01,0
BFIIW,BurgerFi International Inc. Warrant ,2000-01-01,0
BFIN,BankFinancial Corporation Common Stock,2000-01-01,0
BFRA,Biofrontera AG American Depositary Shares,2000-01-01,0
BFST,Business First Bancshares Inc. Common Stock,2000-01-01,0
BGCP,BGC Partners Inc Class A Common Stock,2000-01-01,0
BGFV,Big 5 Sporting Goods Corporation Common Stock,2000-01-01,0
BGNE,BeiGene Ltd. American Depositary Shares,2000-01-01,0
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,2000-01-01,0
BHF,Brighthouse Financial Inc. Common Stock,2000-01-01,0
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,2000-01-01,0
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,2000-01-01,0
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,2000-01-01,0
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,2000-01-01,0
BHSE,Bull Horn Holdings Corp. Ordinary Shares,2000-01-01,0
BHSEW,Bull Horn Holdings Corp. Warrants,2000-01-01,0
BHTG,BioHiTech Global Inc. Common Stock,2000-01-01,0
BIDU,Baidu Inc. ADS,2000-01-01,0
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,2000-01-01,0
BIIB,Biogen Inc. Common Stock,2000-01-01,0
BILI,Bilibili Inc. American Depositary Shares,2000-01-01,0
BIMI,BOQI International Medical Inc. Common Stock,2000-01-01,0
BIOC,Biocept Inc. Common Stock,2000-01-01,0
BIOL,Biolase Inc. Common Stock,2000-01-01,0
BIOT,Biotech Acquisition Company Class A Ordinary Shares,2000-01-01,0
BIOTU,Biotech Acquisition Company Unit,2000-01-01,0
BIOTW,Biotech Acquisition Company Warrant,2000-01-01,0
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,2000-01-01,0
BIVI,BioVie Inc. Class A Common Stock,2000-01-01,0
BJRI,BJ's Restaurants Inc. Common Stock,2000-01-01,0
BKCC,BlackRock Capital Investment Corporation Common Stock,2000-01-01,0
BKEP,Blueknight Energy Partners L.P. Common Units,2000-01-01,0
BKEPP,Blueknight Energy Partners L.P. Series A Preferred Units,2000-01-01,0
BKNG,Booking Holdings Inc. Common Stock,2000-01-01,0
BKSC,Bank of South Carolina Corp. Common Stock,2000-01-01,0
BKYI,BIO-key International Inc. Common Stock,2000-01-01,0
BL,BlackLine Inc. Common Stock,2000-01-01,0
BLBD,Blue Bird Corporation Common Stock,2000-01-01,0
BLCM,Bellicum Pharmaceuticals Inc. Common Stock,2000-01-01,0
BLCT,BlueCity Holdings Limited American Depositary Shares,2000-01-01,0
BLDE,Blade Air Mobility Inc. Class A Common Stock,2000-01-01,0
BLDEW,Blade Air Mobility Inc. Warrants,2000-01-01,0
BLDP,Ballard Power Systems Inc. Common Shares,2000-01-01,0
BLDR,Builders FirstSource Inc. Common Stock,2000-01-01,0
BLFS,BioLife Solutions Inc. Common Stock,2000-01-01,0
BLI,Berkeley Lights Inc. Common Stock,2000-01-01,0
BLIN,Bridgeline Digital Inc. Common Stock,2000-01-01,0
BLKB,Blackbaud Inc. Common Stock,2000-01-01,0
BLMN,Bloomin' Brands Inc. Common Stock,2000-01-01,0
BLNK,Blink Charging Co. Common Stock,2000-01-01,0
BLNKW,Blink Charging Co. Warrant,2000-01-01,0
BLPH,Bellerophon Therapeutics Inc. Common Stock,2000-01-01,0
BLRX,BioLineRx Ltd. American Depositary Shares,2000-01-01,0
BLSA,BCLS Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
BLTS,Bright Lights Acquisition Corp. Class A Common Stock,2000-01-01,0
BLTSU,Bright Lights Acquisition Corp. Unit,2000-01-01,0
BLTSW,Bright Lights Acquisition Corp. Warrant,2000-01-01,0
BLU,BELLUS Health Inc. Common Shares,2000-01-01,0
BLUE,bluebird bio Inc. Common Stock,2000-01-01,0
BLUW,Blue Water Acquisition Corp. Class A Common Stock,2000-01-01,0
BLUWU,Blue Water Acquisition Corp. Unit,2000-01-01,0
BLUWW,Blue Water Acquisition Corp. Warrant,2000-01-01,0
BMBL,Bumble Inc. Class A Common Stock,2000-01-01,0
BMEA,Biomea Fusion Inc. Common Stock,2000-01-01,0
BMRA,Biomerica Inc. Common Stock,2000-01-01,0
BMRC,Bank of Marin Bancorp Common Stock,2000-01-01,0
BMRN,BioMarin Pharmaceutical Inc. Common Stock,2000-01-01,0
BMTC,Bryn Mawr Bank Corporation Common Stock,2000-01-01,0
BNFT,Benefitfocus Inc. Common Stock,2000-01-01,0
BNGO,Bionano Genomics Inc. Common Stock,2000-01-01,0
BNGOW,Bionano Genomics Inc. Warrant,2000-01-01,0
BNR,Burning Rock Biotech Limited American Depositary Shares,2000-01-01,0
BNSO,Bonso Electronics International Inc. Common Stock,2000-01-01,0
BNTC,Benitec Biopharma Inc. Common Stock,2000-01-01,0
BNTX,BioNTech SE American Depositary Share,2000-01-01,0
BOCH,Bank of Commerce Holdings (CA) Common Stock,2000-01-01,0
BOKF,BOK Financial Corporation Common Stock,2000-01-01,0
BOKFL,BOK Financial Corporation 5.375% Subordinated Notes due 2056,2000-01-01,0
BOLT,Bolt Biotherapeutics Inc. Common Stock,2000-01-01,0
BOMN,Boston Omaha Corporation Class A Common Stock,2000-01-01,0
BOOM,DMC Global Inc. Common Stock,2000-01-01,0
BOSC,B.O.S. Better Online Solutions Common Stock,2000-01-01,0
BOTJ,Bank of the James Financial Group Inc. Common Stock,2000-01-01,0
BOWX,BowX Acquisition Corp. Class A Common Stock,2000-01-01,0
BOWXU,BowX Acquisition Corp. Unit,2000-01-01,0
BOWXW,BowX Acquisition Corp. Warrant,2000-01-01,0
BOXL,Boxlight Corporation Class A Common Stock,2000-01-01,0
BPFH,Boston Private Financial Holdings Inc. Common Stock,2000-01-01,0
BPMC,Blueprint Medicines Corporation Common Stock,2000-01-01,0
BPOP,Popular Inc. Common Stock,2000-01-01,0
BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities,2000-01-01,0
BPOPN,Popular Inc. 6.70% Cumulative Monthly Income Trust Preferred Securities,2000-01-01,0
BPRN,The Bank of Princeton Common Stock,2000-01-01,0
BPTH,Bio-Path Holdings Inc. Common Stock,2000-01-01,0
BPTS,Biophytis SA American Depositary Share,2000-01-01,0
BPY,Brookfield Property Partners L.P. Limited Partnership Units,2000-01-01,0
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,2000-01-01,0
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,2000-01-01,0
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,2000-01-01,0
BPYU,Brookfield Property REIT Inc. Class A Common Stock,2000-01-01,0
BPYUP,Brookfield Property REIT Inc. 6.375% Series A Preferred Stock,2000-01-01,0
BRCN,Burcon NutraScience Corp. Common Stock,2000-01-01,0
BREZ,Breeze Holdings Acquisition Corp. Common Stock,2000-01-01,0
BREZR,Breeze Holdings Acquisition Corp. Right,2000-01-01,0
BREZW,Breeze Holdings Acquisition Corp. Warrant,2000-01-01,0
BRID,Bridgford Foods Corporation Common Stock,2000-01-01,0
BRIVU,B. Riley Principal 250 Merger Corp. Units,2000-01-01,0
BRKL,Brookline Bancorp Inc. Common Stock,2000-01-01,0
BRKR,Bruker Corporation Common Stock,2000-01-01,0
BRKS,Brooks Automation Inc.,2000-01-01,0
BRLI,Brilliant Acquisition Corporation Ordinary Shares,2000-01-01,0
BRLIR,Brilliant Acquisition Corporation Rights,2000-01-01,0
BRLIU,Brilliant Acquisition Corporation Unit,2000-01-01,0
BRLIW,Brilliant Acquisition Corporation Warrants,2000-01-01,0
BROG,Brooge Energy Limited Ordinary Shares,2000-01-01,0
BROGW,Brooge Holdings Limited Warrant expiring 12/20/2024,2000-01-01,0
BRP,BRP Group Inc. (Insurance Company) Class A Common Stock,2000-01-01,0
BRPM,B. Riley Principal 150 Merger Corp. Class A Common Stock,2000-01-01,0
BRPMU,B. Riley Principal 150 Merger Corp. Unit,2000-01-01,0
BRPMW,B. Riley Principal 150 Merger Corp. Warrant,2000-01-01,0
BRQS,Borqs Technologies Inc. Ordinary Shares,2000-01-01,0
BRY,Berry Corporation (bry) Common Stock,2000-01-01,0
BSBK,Bogota Financial Corp. Common Stock,2000-01-01,0
BSET,Bassett Furniture Industries Incorporated Common Stock,2000-01-01,0
BSGM,BioSig Technologies Inc. Common Stock,2000-01-01,0
BSKYU,Big Sky Growth Partners Inc. Unit,2000-01-01,0
BSPE,Bespoke Capital Acquisition Corp. Class A Restricted Voting Shares,2000-01-01,0
BSQR,BSQUARE Corporation Common Stock,2000-01-01,0
BSRR,Sierra Bancorp Common Stock,2000-01-01,0
BSVN,Bank7 Corp. Common stock,2000-01-01,0
BSY,Bentley Systems Incorporated Class B Common Stock,2000-01-01,0
BTAI,BioXcel Therapeutics Inc. Common Stock,2000-01-01,0
BTAQ,Burgundy Technology Acquisition Corporation Class A Ordinary shares,2000-01-01,0
BTAQU,Burgundy Technology Acquisition Corporation Unit,2000-01-01,0
BTAQW,Burgundy Technology Acquisition Corporation Warrant,2000-01-01,0
BTBT,Bit Digital Inc. Ordinary Shares,2000-01-01,0
BTNB,Bridgetown 2 Holdings Limited Class A Ordinary Shares,2000-01-01,0
BTRS,BTRS Holdings Inc. Class 1 Common Stock,2000-01-01,0
BTRSW,BTRS Holdings Inc. Warrants,2000-01-01,0
BTWN,Bridgetown Holdings Limited Class A Ordinary Shares,2000-01-01,0
BTWNU,Bridgetown Holdings Limited Units,2000-01-01,0
BTWNW,Bridgetown Holdings Limited Warrants,2000-01-01,0
BUSE,First Busey Corporation Class A Common Stock,2000-01-01,0
BVS,Bioventus Inc. Class A Common Stock,2000-01-01,0
BVXV,BiondVax Pharmaceuticals Ltd. American Depositary Shares,2000-01-01,0
BWAC,Better World Acquisition Corp. Common Stock,2000-01-01,0
BWACU,Better World Acquisition Corp. Unit,2000-01-01,0
BWACW,Better World Acquisition Corp. Warrants,2000-01-01,0
BWAY,BrainsWay Ltd. American Depositary Shares,2000-01-01,0
BWB,Bridgewater Bancshares Inc. Common Stock,2000-01-01,0
BWEN,Broadwind Inc. Common Stock,2000-01-01,0
BWFG,Bankwell Financial Group Inc. Common Stock,2000-01-01,0
BWMN,Bowman Consulting Group Ltd. Common Stock,2000-01-01,0
BWMX,Betterware de Mexico S.A.B. de C.V. Ordinary Shares,2000-01-01,0
BXRX,Baudax Bio Inc. Common Stock,2000-01-01,0
BYFC,Broadway Financial Corporation Common Stock,2000-01-01,0
BYND,Beyond Meat Inc. Common Stock,2000-01-01,0
BYRN,Byrna Technologies Inc. Common Stock,2000-01-01,0
BYSI,BeyondSpring Inc. Ordinary Shares,2000-01-01,0
BYTS,BYTE Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
BYTSU,BYTE Acquisition Corp. Units,2000-01-01,0
BYTSW,BYTE Acquisition Corp. Warrants,2000-01-01,0
BZUN,Baozun Inc. American Depositary Shares,2000-01-01,0
CAAS,China Automotive Systems Inc. Common Stock,2000-01-01,0
CABA,Cabaletta Bio Inc. Common Stock,2000-01-01,0
CAC,Camden National Corporation Common Stock,2000-01-01,0
CACC,Credit Acceptance Corporation Common Stock,2000-01-01,0
CAHC,CA Healthcare Acquisition Corp. Class A Common Stock,2000-01-01,0
CAHCU,CA Healthcare Acquisition Corp. Unit,2000-01-01,0
CAHCW,CA Healthcare Acquisition Corp. Warrant,2000-01-01,0
CAKE,Cheesecake Factory Incorporated (The) Common Stock,2000-01-01,0
CALA,Calithera Biosciences Inc. Common Stock,2000-01-01,0
CALB,California BanCorp Common Stock,2000-01-01,0
CALM,Cal-Maine Foods Inc. Common Stock,2000-01-01,0
CALT,Calliditas Therapeutics AB American Depositary Shares,2000-01-01,0
CAMP,CalAmp Corp. Common Stock,2000-01-01,0
CAMT,Camtek Ltd. Ordinary Shares,2000-01-01,0
CAN,Canaan Inc. American Depositary Shares,2000-01-01,0
CAPA,HighCape Capital Acquisition Corp. Class A Common Stock,2000-01-01,0
CAPAU,HighCape Capital Acquisition Corp. Unit,2000-01-01,0
CAPAW,HighCape Capital Acquisition Corp. Warrant,2000-01-01,0
CAPR,Capricor Therapeutics Inc. Common Stock,2000-01-01,0
CAR,Avis Budget Group Inc. Common Stock,2000-01-01,0
CARA,Cara Therapeutics Inc. Common Stock,2000-01-01,0
CARE,Carter Bankshares Inc. Common Stock,2000-01-01,0
CARG,CarGurus Inc. Class A Common Stock ,2000-01-01,0
CARV,Carver Bancorp Inc. Common Stock,2000-01-01,0
CASA,Casa Systems Inc. Common Stock,2000-01-01,0
CASH,Meta Financial Group Inc. Common Stock,2000-01-01,0
CASI,CASI Pharmaceuticals Inc. Common Stock,2000-01-01,0
CASS,Cass Information Systems Inc Common Stock,2000-01-01,0
CASY,Casey's General Stores Inc. Common Stock,2000-01-01,0
CATB,Catabasis Pharmaceuticals Inc. Common Stock,2000-01-01,0
CATC,Cambridge Bancorp Common Stock,2000-01-01,0
CATM,Cardtronics plc Class A Ordinary Shares (UK),2000-01-01,0
CATY,Cathay General Bancorp Common Stock,2000-01-01,0
CBAN,Colony Bankcorp Inc. Common Stock,2000-01-01,0
CBAT,CBAK Energy Technology Inc. Common Stock,2000-01-01,0
CBAY,CymaBay Therapeutics Inc. Common Stock,2000-01-01,0
CBFV,CB Financial Services Inc. Common Stock,2000-01-01,0
CBIO,Catalyst Biosciences Inc. Common Stock,2000-01-01,0
CBLI,Cleveland BioLabs Inc. Common Stock,2000-01-01,0
CBMB,CBM Bancorp Inc. Common Stock,2000-01-01,0
CBNK,Capital Bancorp Inc. Common Stock,2000-01-01,0
CBRL,Cracker Barrel Old Country Store Inc Common Stock,2000-01-01,0
CBSH,Commerce Bancshares Inc. Common Stock,2000-01-01,0
CBTX,CBTX Inc. Common Stock,2000-01-01,0
CCAP,Crescent Capital BDC Inc. Common stock,2000-01-01,0
CCB,Coastal Financial Corporation Common Stock,2000-01-01,0
CCBG,Capital City Bank Group Common Stock,2000-01-01,0
CCCC,C4 Therapeutics Inc. Common Stock,2000-01-01,0
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,2000-01-01,0
CCLP,CSI Compressco LP Common Units,2000-01-01,0
CCMP,CMC Materials Inc. Common Stock,2000-01-01,0
CCNC,Code Chain New Continent Limited Common Stock,2000-01-01,0
CCNE,CNB Financial Corporation Common Stock,2000-01-01,0
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,2000-01-01,0
CCOI,Cogent Communications Holdings Inc.,2000-01-01,0
CCRC,China Customer Relations Centers Inc. Ordinary Shares,2000-01-01,0
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,2000-01-01,0
CCXI,ChemoCentryx Inc. Common Stock,2000-01-01,0
CD,Chindata Group Holdings Limited American Depositary Shares,2000-01-01,0
CDAK,Codiak BioSciences Inc. Common Stock,2000-01-01,0
CDEV,Centennial Resource Development Inc. Class A Common Stock,2000-01-01,0
CDK,CDK Global Inc. Common Stock,2000-01-01,0
CDLX,Cardlytics Inc. Common Stock,2000-01-01,0
CDMO,Avid Bioservices Inc. Common Stock,2000-01-01,0
CDNA,CareDx Inc. Common Stock,2000-01-01,0
CDNS,Cadence Design Systems Inc. Common Stock,2000-01-01,0
CDTX,Cidara Therapeutics Inc. Common Stock,2000-01-01,0
CDW,CDW Corporation Common Stock,2000-01-01,0
CDXC,ChromaDex Corporation Common Stock,2000-01-01,0
CDXS,Codexis Inc. Common Stock,2000-01-01,0
CDZI,CADIZ Inc. Common Stock,2000-01-01,0
CECE,CECO Environmental Corp. Common Stock,2000-01-01,0
CELC,Celcuity Inc. Common Stock,2000-01-01,0
CELH,Celsius Holdings Inc. Common Stock,2000-01-01,0
CEMI,Chembio Diagnostics Inc. Common Stock,2000-01-01,0
CENH,Centricus Acquisition Corp. Class A Ordinary Share,2000-01-01,0
CENHU,Centricus Acquisition Corp. Unit,2000-01-01,0
CENHW,Centricus Acquisition Corp. Warrant,2000-01-01,0
CENT,Central Garden & Pet Company Common Stock,2000-01-01,0
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,2000-01-01,0
CENX,Century Aluminum Company Common Stock,2000-01-01,0
CERC,Cerecor Inc. Common Stock,2000-01-01,0
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,2000-01-01,0
CEREW,Cerevel Therapeutics Holdings Inc. Warrant,2000-01-01,0
CERN,Cerner Corporation Common Stock,2000-01-01,0
CERS,Cerus Corporation Common Stock,2000-01-01,0
CERT,Certara Inc. Common Stock,2000-01-01,0
CETX,Cemtrex Inc. Common Stock,2000-01-01,0
CETXP,Cemtrex Inc. Series 1 Preferred Stock,2000-01-01,0
CETXW,Cemtrex Inc. Series 1 Warrant,2000-01-01,0
CEVA,CEVA Inc. Common Stock,2000-01-01,0
CFAC,CF Finance Acquisition Corp. III Common Stock,2000-01-01,0
CFACU,CF Finance Acquisition Corp. III Unit,2000-01-01,0
CFACW,CF Finance Acquisition Corp. III Warrant,2000-01-01,0
CFB,CrossFirst Bankshares Inc. Common Stock,2000-01-01,0
CFBK,CF Bankshares Inc. Common Stock,2000-01-01,0
CFFE,CF Acquisition Corp. VIII Class A Common Stock,2000-01-01,0
CFFEU,CF Acquisition Corp. VIII Unit,2000-01-01,0
CFFEW,CF Acquisition Corp. VIII Warrant,2000-01-01,0
CFFI,C&F Financial Corporation Common Stock,2000-01-01,0
CFFN,Capitol Federal Financial Inc. Common Stock,2000-01-01,0
